name,state,population
Maroa,Illinois,1530
Sebree,Kentucky,1529
Bourbon,Missouri,1529
Rural Retreat,Virginia,1529
Brooklyn,Wisconsin,1529
Depoe Bay,Oregon,1528
Gower,Missouri,1527
Mitchell,Nebraska,1527
Catawissa,Pennsylvania,1527
Dassel,Minnesota,1526
Stanton,Nebraska,1526
Pomeroy,Ohio,1526
Baird,Texas,1526
Salyersville,Kentucky,1525
Campbell,Missouri,1525
Glen Alpine,North Carolina,1525
Augusta,Wisconsin,1524
Cuba,New York,1523
Aberdeen,Ohio,1523
Limestone,Illinois,1522
Dale,Indiana,1522
Bells,Texas,1521
Plum Grove,Texas,1521
Charlestown,Maryland,1520
Senath,Missouri,1519
Ferron,Utah,1519
Oakland,Iowa,1518
St. Francisville,Louisiana,1517
Minco,Oklahoma,1517
Eleanor,West Virginia,1517
Roodhouse,Illinois,1516
Wellman,Iowa,1516
Phillips,Wisconsin,1516
Neligh,Nebraska,1515
Montpelier,Indiana,1514
Lakeshire,Missouri,1514
Deer Trail,Colorado,1513
Crane,Missouri,1513
Clarks Green,Pennsylvania,1513
Shoreacres,Texas,1513
Mount Pulaski,Illinois,1511
Orwell,Ohio,1511
Waterville,New York,1510
Bryson City,North Carolina,1510
Rolling Fork,Mississippi,1509
Springfield,Nebraska,1509
East Canton,Ohio,1509
Blossburg,Pennsylvania,1509
Ferndale,Pennsylvania,1508
Lewiston,Minnesota,1507
Wakefield,Nebraska,1507
Emigration Canyon metro township,Utah,1506
Palo,Iowa,1505
Ash Grove,Missouri,1505
Hawthorne,Florida,1503
Bedford,Iowa,1503
Nashua,Iowa,1503
Shepherd,Michigan,1503
Richmond,Minnesota,1503
Cannon Beach,Oregon,1503
Bruceton,Tennessee,1503
Aragon,Georgia,1502
Jonesboro,Indiana,1502
Bremen,Ohio,1502
Richland,Pennsylvania,1502
Big Bend,Wisconsin,1501
Rossville,Indiana,1500
McCrory,Arkansas,1499
Hartington,Nebraska,1499
New Brockton,Alabama,1498
Murfreesboro,Arkansas,1498
Zilwaukee,Michigan,1498
Shreve,Ohio,1498
Grayville,Illinois,1496
Albion,Pennsylvania,1496
Mercersburg,Pennsylvania,1496
Graysville,Tennessee,1496
West Conshohocken,Pennsylvania,1495
Kerens,Texas,1495
Winchester,Illinois,1494
Cannelton,Indiana,1494
Newport,Pennsylvania,1494
Crothersville,Indiana,1493
Gordonsville,Virginia,1492
Kersey,Colorado,1491
Corning,Iowa,1491
Madison,Minnesota,1491
Farmingdale,New Jersey,1491
Langhorne Manor,Pennsylvania,1491
Redfield,Arkansas,1490
Gallitzin,Pennsylvania,1490
Fairmount Heights,Maryland,1489
Nederland,Colorado,1488
San Antonio,Florida,1488
Herscher,Illinois,1488
Maineville,Ohio,1488
Nescopeck,Pennsylvania,1488
New Middletown,Ohio,1487
Grapeland,Texas,1487
Cresson,Pennsylvania,1486
Lake Park,Georgia,1485
East Dubuque,Illinois,1485
Erie,Illinois,1485
Ovid,Michigan,1485
Philmont,New York,1483
Interlachen,Florida,1482
Calhoun City,Mississippi,1482
Salem,West Virginia,1482
Manito,Illinois,1481
Ligonier,Pennsylvania,1481
Orfordville,Wisconsin,1481
Horton,Kansas,1480
Shannon,Mississippi,1480
Terry,Mississippi,1479
Maple Park,Illinois,1478
New Paris,Ohio,1478
Chester,Georgia,1477
White Cloud,Michigan,1477
Brooklyn Heights,Ohio,1476
Fort Recovery,Ohio,1476
Holstein,Iowa,1475
Kingston,Oklahoma,1475
Arcadia,Indiana,1474
Cadott,Wisconsin,1474
Crainville,Illinois,1473
Warsaw,Illinois,1473
Somerset,Ohio,1473
Mount Airy,Georgia,1472
Warren Park,Indiana,1472
Thompson Falls,Montana,1472
Frenchtown,New Jersey,1472
Weston,Ohio,1472
Independence,Wisconsin,1472
Tylertown,Mississippi,1471
Seaside Park,New Jersey,1471
Livonia,New York,1471
Pine Prairie,Louisiana,1470
New Windsor,Maryland,1470
Snow Hill,North Carolina,1470
Stockdale,Texas,1470
North Redington Beach,Florida,1469
Seven Points,Texas,1469
Bement,Illinois,1468
Zeigler,Illinois,1468
Head of the Harbor,New York,1467
Lanark,Illinois,1466
Darrington,Washington,1466
Monona,Iowa,1465
Bell Acres,Pennsylvania,1465
Hodgkins,Illinois,1464
Brooklyn,Iowa,1464
Garrison,North Dakota,1464
Freedom,Pennsylvania,1464
Dobson,North Carolina,1463
Clarendon,Arkansas,1462
Reform,Alabama,1461
Princeton,North Carolina,1461
De Kalb,Texas,1461
Bangor,Wisconsin,1461
Pierz,Minnesota,1460
Rosedale,Mississippi,1460
Anna,Ohio,1460
Avis,Pennsylvania,1460
Mill Hall,Pennsylvania,1460
Hico,Texas,1460
Paonia,Colorado,1459
Rosepine,Louisiana,1459
South Palm Beach,Florida,1458
Virginia,Illinois,1458
Tarkio,Missouri,1458
Venice,Illinois,1457
Standish,Michigan,1457
Mayville,New York,1457
Fraser,Colorado,1456
Worthington,Kentucky,1456
Castleton-on-Hudson,New York,1456
Blossom,Texas,1456
Summit,Mississippi,1455
Duncannon,Pennsylvania,1455
Laflin,Pennsylvania,1455
Bruceville-Eddy,Texas,1454
Wolfe City,Texas,1454
Nutter Fort,West Virginia,1454
Colwich,Kansas,1453
Sutton,Nebraska,1453
Arlington,Ohio,1453
Flomaton,Alabama,1452
Belle Plaine,Kansas,1452
Plandome,New York,1452
Hubbard,Texas,1452
Awendaw,South Carolina,1451
Columbus,New Mexico,1450
Kalida,Ohio,1450
Manton,Michigan,1449
Rockaway Beach,Oregon,1449
Montello,Wisconsin,1449
Bridgeport,Nebraska,1448
Black Earth,Wisconsin,1448
Lexington,Mississippi,1447
Ironton,Missouri,1447
Cherokee,Oklahoma,1446
Waterford,Pennsylvania,1446
Wheeler,Texas,1446
Kremmling,Colorado,1445
Schoolcraft,Michigan,1445
Lusk,Wyoming,1445
Sanborn,Iowa,1444
Gordon,Nebraska,1444
Benton,Tennessee,1444
Edgar,Wisconsin,1444
Steelville,Missouri,1443
Hampton,New Jersey,1443
Elephant Butte,New Mexico,1443
Kilmarnock,Virginia,1443
Meade,Kansas,1442
Millbrook,New York,1442
Loganville,Pennsylvania,1442
Mount Carroll,Illinois,1441
Greenville,Indiana,1441
West Liberty,West Virginia,1441
North Pekin,Illinois,1439
Towanda,Kansas,1439
Kittitas,Washington,1439
Hackleburg,Alabama,1438
Cedarville,Arkansas,1438
Stockton,Kansas,1438
Emerson,Georgia,1437
Kingsley,Michigan,1436
Biltmore Forest,North Carolina,1435
Mapleton,North Dakota,1435
Tracy City,Tennessee,1435
Corrigan,Texas,1435
Marmet,West Virginia,1435
Gridley,Illinois,1434
Greene,New York,1434
West Salem,Ohio,1434
Crosbyton,Texas,1434
Dawson,Minnesota,1433
Montezuma,Iowa,1432
Leoti,Kansas,1432
Jackson Center,Ohio,1432
Pilot Mountain,North Carolina,1431
Meggett,South Carolina,1431
Exmore,Virginia,1431
Williamsville,Illinois,1430
Tower City,Pennsylvania,1429
Meridian,Texas,1429
Manchester,Kentucky,1428
Mount Wolf,Pennsylvania,1428
Oakdale,Pennsylvania,1428
Pomeroy,Washington,1428
Irwindale,California,1426
Huntington Bay,New York,1426
Pine Knoll Shores,North Carolina,1426
Wilson,Oklahoma,1426
Versailles,Pennsylvania,1426
Wagner,South Dakota,1426
Stuart,Virginia,1426
Fort Benton,Montana,1425
Yutan,Nebraska,1425
Sea Bright,New Jersey,1425
Mars,Pennsylvania,1425
Glen Dale,West Virginia,1425
Coloma,Michigan,1424
Newberry,Michigan,1424
Linn,Missouri,1424
Whitmire,South Carolina,1424
Rollingwood,Texas,1424
Hazen,Arkansas,1423
Mishicot,Wisconsin,1423
Spring Valley,Wisconsin,1423
North Bonneville,Washington,1422
Ardmore,Alabama,1421
Waterman,Illinois,1421
Deposit,New York,1421
St. Regis Park,Kentucky,1420
Hillsboro,Wisconsin,1420
Lincolnton,Georgia,1419
Benld,Illinois,1419
Powhatan Point,Ohio,1419
Nevada,Texas,1419
Somerville,Texas,1419
Centerfield,Utah,1419
New Haven,West Virginia,1418
Mound Bayou,Mississippi,1417
Surrey,North Dakota,1417
Troy,Tennessee,1417
Thorntown,Indiana,1416
Manning,Iowa,1416
Simmesport,Louisiana,1415
Laingsburg,Michigan,1414
Lockney,Texas,1414
Del Norte,Colorado,1413
Leland Grove,Illinois,1413
Roxana,Illinois,1413
Earlham,Iowa,1413
Middletown,Virginia,1413
Terra Alta,West Virginia,1413
Cornell,Wisconsin,1413
Fall Creek,Wisconsin,1413
Milford,Utah,1412
Douglas,Michigan,1411
Bowman,North Dakota,1411
Stratford,Oklahoma,1411
Forreston,Illinois,1410
Fairview Park,Indiana,1410
Audubon Park,Kentucky,1410
Burton,Ohio,1410
Pioneer,Ohio,1410
Bonduel,Wisconsin,1410
Woodville,Wisconsin,1409
Louisville,Nebraska,1408
Colma,California,1407
Darmstadt,Indiana,1407
Atlantic Beach,North Carolina,1407
Dunes City,Oregon,1407
Tatamy,Pennsylvania,1407
Richland,Georgia,1406
Worthington,Indiana,1406
Belhaven,North Carolina,1406
Byng,Oklahoma,1406
Westville,Oklahoma,1406
Starbuck,Minnesota,1405
La Vernia,Texas,1405
Manawa,Wisconsin,1405
Kensett,Arkansas,1404
Comanche,Oklahoma,1404
Winchester,Missouri,1403
Burgettstown,Pennsylvania,1403
Pelzer,South Carolina,1403
Monteagle,Tennessee,1403
Blawnox,Pennsylvania,1402
Uintah,Utah,1402
Perryville,Arkansas,1401
Hawkins,Texas,1401
Naples,Texas,1401
Ladd,Illinois,1400
Queen City,Texas,1400
Entiat,Washington,1400
Bethel,North Carolina,1399
Celina,Tennessee,1399
Vanceburg,Kentucky,1398
Oak Hill,Ohio,1398
Hideout,Utah,1398
Lone Star,Texas,1397
Capron,Illinois,1395
Boston Heights,Ohio,1395
Bratenahl,Ohio,1395
Wayne,West Virginia,1395
Elmore,Alabama,1394
East Ellijay,Georgia,1394
Capitan,New Mexico,1393
State Center,Iowa,1392
Locust Grove,Oklahoma,1392
Kingsley,Iowa,1391
Colfax,Louisiana,1391
Elverson,Pennsylvania,1391
Three Oaks,Michigan,1390
Ferndale,California,1389
Walls,Mississippi,1389
Sarcoxie,Missouri,1389
Greenwich,Ohio,1389
Oceana,West Virginia,1389
Burkesville,Kentucky,1388
Mancelona,Michigan,1388
Hebron,Nebraska,1388
Vian,Oklahoma,1388
Hebron,Illinois,1387
Brooklyn,Michigan,1387
Lake Lure,North Carolina,1387
Appalachia,Virginia,1387
Bay City,Oregon,1386
Saxonburg,Pennsylvania,1386
Smethport,Pennsylvania,1386
Rogersville,Alabama,1385
Westport,Indiana,1385
Hill City,Kansas,1385
Park River,North Dakota,1385
Newville,Pennsylvania,1385
Arma,Kansas,1384
Litchfield,Michigan,1384
Monticello,Mississippi,1384
Fairfax,South Carolina,1384
Shell Lake,Wisconsin,1384
Dillsboro,Indiana,1383
Odon,Indiana,1383
Winnebago,Minnesota,1383
Clyde,North Carolina,1383
Weldon,North Carolina,1383
New Market,Tennessee,1383
Mullens,West Virginia,1383
Irvington,Kentucky,1382
Fosston,Minnesota,1382
Ravenna,Nebraska,1382
De Soto,Illinois,1381
Saranac,Michigan,1381
Belle,Missouri,1381
Rose Hill,North Carolina,1381
Pecos,New Mexico,1380
Gordonsville,Tennessee,1380
Farwell,Texas,1380
Ravenna,Michigan,1377
Ivanhoe,Texas,1377
Sabinal,Texas,1377
Tatum,Texas,1377
Mount Vernon,Alabama,1376
Babbitt,Minnesota,1376
Pemberton,New Jersey,1376
Foxfire,North Carolina,1376
Neoga,Illinois,1375
Marble Hill,Missouri,1375
Markesan,Wisconsin,1375
Grandview,Illinois,1374
Elmore,Ohio,1374
Redington Beach,Florida,1373
Carnegie,Oklahoma,1373
Lenox,Iowa,1372
Chapman,Kansas,1372
Stanton,Michigan,1372
Crescent,Oklahoma,1372
Durand,Illinois,1371
Prince's Lakes,Indiana,1371
Oak Grove,Louisiana,1371
Crooks,South Dakota,1371
Flatonia,Texas,1371
Granville,West Virginia,1371
Kinsley,Kansas,1370
Oakland,Missouri,1370
Germantown,Illinois,1369
St. Jacob,Illinois,1369
Sherburne,New York,1369
Medford,Minnesota,1368
Elmer,New Jersey,1368
Johnsonville,South Carolina,1368
Glade Spring,Virginia,1368
Clermont,Indiana,1367
Shortsville,New York,1367
Baldwin,Florida,1366
Emory,Texas,1366
Parachute,Colorado,1365
Appleton,Minnesota,1365
Sackets Harbor,New York,1364
Thorndale,Texas,1364
Gardner,Illinois,1363
Woodward,Iowa,1363
Shaw,Mississippi,1363
Booker,Texas,1362
Chesterfield,South Carolina,1361
Remington,Indiana,1360
Kent City,Michigan,1360
Clara City,Minnesota,1360
Oakland,Nebraska,1359
Cascade Locks,Oregon,1359
Gleason,Tennessee,1359
Dayton,Indiana,1358
Glyndon,Minnesota,1358
Fayette,Mississippi,1358
Palm Valley,Texas,1358
West Buechel,Kentucky,1357
Byhalia,Mississippi,1357
Huntsville,Missouri,1357
Felton,Delaware,1356
Scottville,Michigan,1356
Hayfield,Minnesota,1356
Shoemakersville,Pennsylvania,1356
Hayden,Alabama,1355
Walford,Iowa,1355
New York Mills,Minnesota,1355
Bel-Nor,Missouri,1355
Elizabeth,Pennsylvania,1355
Groton,South Dakota,1355
Logan,Iowa,1354
Roland,Iowa,1354
Mason,Tennessee,1354
Luna Pier,Michigan,1353
Claycomo,Missouri,1353
Blowing Rock,North Carolina,1353
Gretna,Florida,1352
New Berlin,Illinois,1352
Sublette,Kansas,1352
Frazeysburg,Ohio,1352
Dover,Arkansas,1351
Okawville,Illinois,1351
Dickson,Oklahoma,1351
Windsor,Pennsylvania,1351
Bogart,Georgia,1350
Schuylerville,New York,1350
Milan,Ohio,1350
Sneedville,Tennessee,1349
Wallis,Texas,1349
Nora Springs,Iowa,1348
Minneota,Minnesota,1348
Kemp,Texas,1348
Olivet,Michigan,1347
Menahga,Minnesota,1347
Grantsburg,Wisconsin,1347
Oblong,Illinois,1345
Philo,Illinois,1345
Trappe,Maryland,1345
Broadway,North Carolina,1345
Tennessee Ridge,Tennessee,1345
Enosburg Falls,Vermont,1345
Wymore,Nebraska,1344
Oriskany,New York,1344
Munford,Alabama,1343
Vienna,Illinois,1343
Hughestown,Pennsylvania,1343
New Beaver,Pennsylvania,1343
Susquehanna Depot,Pennsylvania,1343
Deadwood,South Dakota,1343
Menard,Texas,1343
Greenup,Illinois,1342
Gerald,Missouri,1342
Broadalbin,New York,1342
Ceredo,West Virginia,1341
Black Creek,Wisconsin,1341
Elizabethville,Pennsylvania,1340
Wheaton,Minnesota,1339
Coldwater,Mississippi,1339
Richlandtown,Pennsylvania,1339
Rosebud,Texas,1339
Bellevue,Michigan,1338
Terre Hill,Pennsylvania,1338
Old River-Winfree,Texas,1338
Clintwood,Virginia,1337
Logan,West Virginia,1337
Owensville,Indiana,1336
Lone Tree,Iowa,1336
Red Lake Falls,Minnesota,1336
Natalia,Texas,1336
Guthrie,Kentucky,1335
Advance,Missouri,1335
Stoneville,North Carolina,1335
Oologah,Oklahoma,1335
Salem,South Dakota,1335
Toluca,Illinois,1334
Johnson City,Kansas,1334
West Jefferson,North Carolina,1334
Brackettville,Texas,1334
Mendon,Utah,1334
Fulda,Minnesota,1333
Spring Hope,North Carolina,1333
Smithville,Ohio,1333
North Utica,Illinois,1332
Logansport,Louisiana,1332
Oxford,New York,1332
Pittsford,New York,1332
Pemberville,Ohio,1332
Alpine,Wyoming,1332
Flippin,Arkansas,1331
Gilbert,Iowa,1331
Oberlin,Louisiana,1331
Ortonville,Michigan,1331
Forest,Ohio,1331
Rutledge,Tennessee,1331
Monroeville,Indiana,1330
Loving,New Mexico,1330
Basin,Wyoming,1330
Barneveld,Wisconsin,1329
Winthrop,Minnesota,1328
Morrisville,New York,1328
Plains,Texas,1328
Palm Beach Shores,Florida,1327
Yates Center,Kansas,1327
Johnson,Vermont,1327
Sistersville,West Virginia,1327
Miller,South Dakota,1326
Elroy,Wisconsin,1326
Kingsford Heights,Indiana,1325
Baltic,South Dakota,1325
Zebulon,Georgia,1324
Lakewood Club,Michigan,1324
Preston,Minnesota,1324
New Pekin,Indiana,1323
Russells Point,Ohio,1323
Waukomis,Oklahoma,1323
Cornersville,Tennessee,1323
Westfield,Wisconsin,1323
Centreville,Michigan,1321
Grand Marais,Minnesota,1321
Morris,Oklahoma,1321
Gold Hill,Oregon,1321
Omega,Georgia,1320
Sparta,Georgia,1320
Inman,Kansas,1320
Hewlett Harbor,New York,1320
Granville,Illinois,1319
Carbondale,Kansas,1318
Ashley,Ohio,1318
Middleburg,Pennsylvania,1318
Hanover,Ohio,1317
Duson,Louisiana,1316
Ringgold,Louisiana,1316
Marshall,Arkansas,1315
Buhler,Kansas,1315
Silver Lake,Kansas,1315
Brocton,New York,1315
Roslyn Estates,New York,1315
Girardville,Pennsylvania,1315
Clymer,Pennsylvania,1314
Webb,Alabama,1312
Tombstone,Arizona,1312
Kincaid,Illinois,1312
Ness City,Kansas,1311
Clinton,Louisiana,1311
Arlington,Nebraska,1311
Coburg,Oregon,1311
Freeman,South Dakota,1311
Russiaville,Indiana,1310
Taylorsville,Kentucky,1310
Bernice,Louisiana,1310
Atkinson,Nebraska,1310
New Rockford,North Dakota,1310
Nashotah,Wisconsin,1310
Sweet Springs,Missouri,1309
Rotan,Texas,1309
Hooper Bay,Alaska,1308
Frazee,Minnesota,1308
Big Sandy,Texas,1308
Maple Bluff,Wisconsin,1308
Fanning Springs,Florida,1307
Pilot Rock,Oregon,1307
Cerro Gordo,Illinois,1306
Burlington,North Dakota,1306
West Alexandria,Ohio,1306
Bagley,Minnesota,1305
Glenns Ferry,Idaho,1304
Clifton,Illinois,1304
Rome City,Indiana,1304
Harper,Kansas,1304
Atglen,Pennsylvania,1304
Woodway,Washington,1304
Glenwood City,Wisconsin,1304
Osborne,Kansas,1303
Mantua,Utah,1303
Fredonia,Arizona,1302
Panama,Oklahoma,1302
Bryn Athyn,Pennsylvania,1302
Clarksville,Virginia,1302
Madison Lake,Minnesota,1301
Valley Mills,Texas,1301
Eastport,Maine,1300
Warren,Illinois,1298
Dike,Iowa,1298
Cottage City,Maryland,1298
Bloomfield,New York,1298
Olla,Louisiana,1297
Stedman,North Carolina,1296
Clear Lake Shores,Texas,1296
Blades,Delaware,1295
Brown City,Michigan,1295
Estancia,New Mexico,1295
Marion,Wisconsin,1294
Williamstown,Pennsylvania,1293
Oak Ridge,Texas,1293
Brownsboro,Texas,1292
Sundown,Texas,1292
Springfield,Colorado,1290
Edwardsburg,Michigan,1290
Waymart,Pennsylvania,1290
Chesapeake,West Virginia,1290
Webberville,Michigan,1289
Dalton,Pennsylvania,1289
Lexington,Texas,1289
Courtland,Virginia,1289
Parsons,West Virginia,1289
Surf City,New Jersey,1288
Poncha Springs,Colorado,1287
Schwenksville,Pennsylvania,1287
Lakeside City,Texas,1287
Pelahatchie,Mississippi,1286
Fayette,Ohio,1285
Oakwood,Illinois,1284
New London,Minnesota,1284
Mansfield,Missouri,1284
Gretna,Virginia,1284
Onarga,Illinois,1283
Coldstream,Kentucky,1283
Marks,Mississippi,1283
Marthasville,Missouri,1283
Boulder,Montana,1283
Washburn,North Dakota,1283
Tioga,Texas,1283
Ontonagon,Michigan,1282
Goodman,Missouri,1282
North Charleroi,Pennsylvania,1282
Powells Crossroads,Tennessee,1282
China,Texas,1282
Mabscott,West Virginia,1282
Pine Mountain,Georgia,1281
Elbow Lake,Minnesota,1281
Royalton,Minnesota,1281
Princeville,North Carolina,1281
Fairview,Utah,1281
Grant Park,Illinois,1280
Leesburg,Ohio,1280
Monroeville,Ohio,1280
Woodsboro,Texas,1280
Elwood,Utah,1280
Mountain View,Wyoming,1280
Walnut,Illinois,1279
Mansura,Louisiana,1279
Montrose,Pennsylvania,1279
Stockbridge,Michigan,1278
Frankfort,Michigan,1277
Galveston,Indiana,1276
St. Francis,Kansas,1276
Fountain Green,Utah,1276
Mount Hope,West Virginia,1276
Gillett,Wisconsin,1276
Geneva,Indiana,1275
Chrisman,Illinois,1274
Charlack,Missouri,1274
Georgiana,Alabama,1273
Shell Rock,Iowa,1272
Ansted,West Virginia,1272
Camillus,New York,1271
Parker,South Dakota,1271
Harbor Springs,Michigan,1270
Blair,Wisconsin,1270
Coleman,Michigan,1269
Kempner,Texas,1269
Coon Rapids,Iowa,1268
Reese,Michigan,1268
Konawa,Oklahoma,1268
Harristown,Illinois,1266
Coosada,Alabama,1265
Remerton,Georgia,1265
Nashville,Indiana,1265
Renville,Minnesota,1265
Pierce City,Missouri,1265
North Collins,New York,1265
Cape Charles,Virginia,1265
Plainview,Nebraska,1264
Parker City,Indiana,1263
Breckenridge,Michigan,1263
Flemington,Pennsylvania,1263
Barry,Illinois,1262
Archie,Missouri,1262
Beaver,Oklahoma,1262
Orangeville,Utah,1262
Muscoda,Wisconsin,1262
Princeton,Wisconsin,1262
Dysart,Iowa,1261
Auburn,Kansas,1261
Avondale,Pennsylvania,1261
Elkhart,Texas,1260
Beechwood Village,Kentucky,1259
Wyoming,Illinois,1258
Goodwater,Alabama,1257
Georgetown,Colorado,1257
Pleasant Hill,Ohio,1257
Kenton,Tennessee,1257
Point Venture,Texas,1257
Marsing,Idaho,1256
Iota,Louisiana,1256
Lowell,Oregon,1256
Martindale,Texas,1256
Theresa,Wisconsin,1256
Bainbridge,New York,1255
Lake Waccamaw,North Carolina,1255
Edmore,Michigan,1254
Robbins,North Carolina,1254
Cleveland,Alabama,1252
Haskins,Ohio,1252
Holly Hill,South Carolina,1252
Latta,South Carolina,1252
De Graff,Ohio,1251
Farmland,Indiana,1250
Snyder,Oklahoma,1250
Laurens,Iowa,1249
Wathena,Kansas,1249
Earlington,Kentucky,1249
Edgerton,Minnesota,1249
Mancos,Colorado,1248
Ridgway,Colorado,1247
New Sharon,Iowa,1247
Rich Hill,Missouri,1247
Tangent,Oregon,1247
St. Elmo,Illinois,1245
Goodhue,Minnesota,1245
Velda City,Missouri,1245
Fletcher,Oklahoma,1245
Biglerville,Pennsylvania,1245
North Bend,Nebraska,1244
Wells,Nevada,1244
Moravia,New York,1244
Kingston,Ohio,1244
Willacoochee,Georgia,1243
Alton,Iowa,1243
Clarksville,Iowa,1243
West Leechburg,Pennsylvania,1243
Atwood,Kansas,1242
Reeds Spring,Missouri,1242
Jeffersonville,Ohio,1242
Platte,South Dakota,1242
Hurt,Virginia,1242
Central City,Iowa,1241
Stryker,Ohio,1241
Troy,Pennsylvania,1241
West Easton,Pennsylvania,1241
Fayette,Iowa,1240
Bismarck,Missouri,1240
Franklinville,North Carolina,1240
Albany,Louisiana,1239
La Plata,Missouri,1239
Heidelberg,Pennsylvania,1239
Hildale,Utah,1239
Marmaduke,Arkansas,1238
Julesburg,Colorado,1238
Weber City,Virginia,1238
Black River,New York,1237
Hanna City,Illinois,1236
Utica,Indiana,1236
Centre Hall,Pennsylvania,1236
Bronson,Florida,1235
Ucon,Idaho,1235
Locust Fork,Alabama,1233
Bellefonte,Delaware,1233
Blue Ridge,Georgia,1233
Sutherland,Nebraska,1233
Newark,Texas,1233
East Hazel Crest,Illinois,1232
Manly,Iowa,1231
Ballard,Utah,1231
Mountain Village,Colorado,1230
Fowler,Michigan,1230
Greenfield,Missouri,1230
Hurley,New Mexico,1230
Gholson,Texas,1229
Killian,Louisiana,1228
Wisner,Nebraska,1228
Central High,Oklahoma,1228
Eagle Butte,South Dakota,1228
Rock Port,Missouri,1227
Rice,Texas,1227
Tolar,Texas,1227
Port Byron,New York,1225
Tiltonsville,Ohio,1225
Bowling Green,Virginia,1225
Larimore,North Dakota,1224
Riddle,Oregon,1224
Ardmore,Tennessee,1224
Montgomery,West Virginia,1224
Topeka,Indiana,1223
Cavalier,North Dakota,1223
Hawley,Pennsylvania,1223
North Apollo,Pennsylvania,1223
Coulee Dam,Washington,1223
Plains,Montana,1222
West Yellowstone,Montana,1222
Milford,New Jersey,1222
Green Springs,Ohio,1222
Gregory,South Dakota,1222
Munday,Texas,1222
Fullerton,Nebraska,1221
Bloomfield,Pennsylvania,1221
Diaz,Arkansas,1220
Greenland,Arkansas,1220
Rehoboth Beach,Delaware,1220
Siletz,Oregon,1220
Roscoe,Texas,1220
Tye,Texas,1220
Stamps,Arkansas,1219
Long Creek,Illinois,1219
Spring Grove,Minnesota,1219
Wilson,New York,1219
Avalon,New Jersey,1218
Robersonville,North Carolina,1218
Bally,Pennsylvania,1218
Mulberry,Indiana,1217
Keedysville,Maryland,1217
Rutherford College,North Carolina,1217
Boston,Georgia,1216
New Richland,Minnesota,1216
Duncansville,Pennsylvania,1216
Due West,South Carolina,1216
Clear Lake,South Dakota,1216
St. Martins,Missouri,1215
Elm City,North Carolina,1214
Red Boiling Springs,Tennessee,1214
Hillcrest,Illinois,1213
Fairfax,Minnesota,1213
Dixon,Missouri,1213
Valmeyer,Illinois,1212
Morningside,Maryland,1212
Prosperity,South Carolina,1212
Fowler,Colorado,1211
Lyndonville,Vermont,1211
Edinburg,Virginia,1211
Hilbert,Wisconsin,1211
Litchfield,Connecticut,1210
Mahnomen,Minnesota,1210
Shattuck,Oklahoma,1210
Oyster Creek,Texas,1210
